modeldb_id,model_name,paper_id,authors,title,journal,year,doi,pubmedid,citation_count,modeldb_model_count,all_paper_ids
116956,"Fly lobular plate VS cell (Borst and Haag 1996, et al. 1997, et al. 1999)",25002,"Borst A, Haag J",The intrinsic electrophysiological characteristics of fly lobula plate tangential cells: I. Passive membrane properties.,Journal of computational neuroscience,1996,10.1007/BF00161091,,138,1,25002|26661|26663
113997,Hodgkin-Huxley model of persistent activity in prefrontal cortex neurons (Winograd et al. 2008),113999,"Winograd M, Destexhe A, Sanchez-Vives MV",Hyperpolarization-activated graded persistent activity in the prefrontal cortex.,Proceedings of the National Academy of Sciences of the United States of America,2008,10.1073/pnas.0800360105,,137,2,113999
144376,Hodgkin-Huxley model of persistent activity in PFC neurons (Winograd et al. 2008) (NEURON python),113999,"Winograd M, Destexhe A, Sanchez-Vives MV",Hyperpolarization-activated graded persistent activity in the prefrontal cortex.,Proceedings of the National Academy of Sciences of the United States of America,2008,10.1073/pnas.0800360105,,137,2,113999
129067,"Synthesis of spatial tuning functions from theta cell spike trains (Welday et al., 2011)",142654,"Welday AC, Shlifer IG, Bloom ML, Zhang K, Blair HT",Cosine directional tuning of theta cell burst frequencies: evidence for spatial coding by oscillatory interference.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2011,10.1523/JNEUROSCI.0712-11.2011,,133,1,142654
116835,Multicompartmental cerebellar granule cell model (Diwakar et al. 2009),116743,"Diwakar S, Magistretti J, Goldfarb M, Naldi G, D'Angelo E",Axonal Na+ channels ensure fast spike activation and back-propagation in cerebellar granule cells.,Journal of neurophysiology,2009,10.1152/jn.90382.2008,,132,1,116743
19176,Activity dependent regulation of pacemaker channels by cAMP (Wang et al 2002),18748,"Wang J, Chen S, Nolan MF, Siegelbaum SA",Activity-dependent regulation of HCN pacemaker channels by cyclic AMP: signaling through dynamic allosteric coupling.,Neuron,2002,10.1016/s0896-6273(02)00968-6,,131,1,18748
128079,Fast sodium channel gating in mossy fiber axons (Schmidt-Hieber et al. 2010),127920,"Schmidt-Hieber C, Bischofberger J",Fast sodium channel gating supports localized and efficient axonal action potential initiation.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2010,10.1523/JNEUROSCI.6335-09.2010,,130,1,127920
101629,CA3 pyramidal neuron: firing properties (Hemond et al. 2008),105513,"Hemond P, Epstein D, Boley A, Migliore M, Ascoli GA, Jaffe DB",Distinct classes of pyramidal cells exhibit mutually exclusive firing patterns in hippocampal area CA3b.,Hippocampus,2008,10.1002/hipo.20404,,129,1,105513
112685,"Cerebellar Golgi cell (Solinas et al. 2007a, 2007b)",112686,"Solinas S, Forti L, Cesana E, Mapelli J, De Schutter E, D'Angelo E",Computational reconstruction of pacemaking and intrinsic electroresponsiveness in cerebellar Golgi cells.,Frontiers in cellular neuroscience,2007,10.3389/neuro.03.002.2007,,125,1,112686|112690
113446,Computer simulations of neuron-glia interactions mediated by ion flux (Somjen et al. 2008),82503,"Somjen GG, Kager H, Wadman WJ",Computer simulations of neuron-glia interactions mediated by ion flux.,Journal of computational neuroscience,2008,10.1007/s10827-008-0083-9,,125,1,82503
3805,"Spinal Motor Neuron (Dodge, Cooley 1973)",4852,"Cooley JW, Dodge FA",Action Potential of the Motorneuron.,IBM J Res Dev,1973,10.1147/rd.173.0219,,124,1,4852
139421,Ketamine disrupts theta modulation of gamma in a computer model of hippocampus (Neymotin et al 2011),267629,"Neymotin SA, Lazarewicz MT, Sherif M, Contreras D, Finkel LH, Lytton WW",Ketamine Disrupts Theta Modulation of Gamma in a Computer Model of Hippocampus,The Journal of neuroscience : the official journal of the Society for Neuroscience,2011,10.1523/JNEUROSCI.0501-11.2011,,123,1,267629
53869,A model for interaural time difference sensitivity in the medial superior olive (Zhou et al 2005),51087,"Zhou Y, Carney LH, Colburn HS","A model for interaural time difference sensitivity in the medial superior olive: interaction of excitatory and inhibitory synaptic inputs, channel dynamics, and cellular morphology.",The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,10.1523/JNEUROSCI.3064-04.2005,,122,1,51087
105385,Nav1.6 sodium channel model in globus pallidus neurons (Mercer et al. 2007),104518,"Mercer JN, Chan CS, Tkatch T, Held J, Surmeier DJ",Nav1.6 sodium channels are critical to pacemaking and fast spiking in globus pallidus neurons.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2007,10.1523/JNEUROSCI.3430-07.2007,,121,1,104518
114685,GPi/GPe neuron models (Johnson and McIntyre 2008),114671,"Johnson MD, McIntyre CC",Quantifying the neural elements activated and inhibited by globus pallidus deep brain stimulation.,Journal of neurophysiology,2008,10.1152/jn.90372.2008,,121,1,114671
108458,Calcium spikes in basal dendrites (Kampa and Stuart 2006),71318,"Kampa BM, Stuart GJ",Calcium spikes in basal dendrites of layer 5 pyramidal neurons during action potential bursts.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,10.1523/JNEUROSCI.3062-05.2006,,119,1,71318
28316,Active dendrites and spike propagation in a hippocampal interneuron (Saraga et al 2003),28339,"Saraga F, Wu CP, Zhang L, Skinner FK",Active dendrites and spike propagation in multi-compartment models of oriens-lacunosum/moleculare hippocampal interneurons.,The Journal of physiology,2003,10.1113/jphysiol.2003.046177,,118,1,28339
3802,"Retinal Photoreceptor: I Potassium (Beech, Barnes 1989)",4436,"Beech DJ, Barnes S",Characterization of a voltage-gated K+ channel that accelerates the rod response to dim light.,Neuron,1989,10.1016/0896-6273(89)90267-5,,116,1,4436
126814,CA3 pyramidal neuron (Safiulina et al. 2010),126815,"Safiulina VF, Caiati MD, Sivakumaran S, Bisson G, Migliore M, Cherubini E",Control of GABA Release at Mossy Fiber-CA3 Connections in the Developing Hippocampus.,Frontiers in synaptic neuroscience,2010,10.3389/neuro.19.001.2010,,116,1,126815
85112,"Models of Na channels from a paper on the PKC control of I Na,P (Baker 2005)",83248,Baker MD,"Protein kinase C mediates up-regulation of tetrodotoxin-resistant, persistent Na+ current in rat and mouse sensory neurones.",The Journal of physiology,2005,10.1113/jphysiol.2005.089771,,114,1,83248
110560,Space clamp problems in neurons with voltage-gated conductances (Bar-Yehuda and Korngreen 2008),110561,"Bar-Yehuda D, Korngreen A",Space-clamp problems when voltage clamping neurons expressing voltage-gated conductances.,Journal of neurophysiology,2008,10.1152/jn.01232.2007,,114,1,110561
116053,Axonal Projection and Interneuron Types (Helmstaedter et al. 2008),116056,"Helmstaedter M, Staiger JF, Sakmann B, Feldmeyer D",Efficient recruitment of layer 2/3 interneurons by layer 4 input in single columns of rat somatosensory cortex.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2008,10.1523/JNEUROSCI.5701-07.2008,,114,1,116012|116044|116045|116056
39949,Spiny neuron model with dopamine-induced bistability (Gruber et al 2003),35784,"Gruber AJ, Solla SA, Surmeier DJ, Houk JC",Modulation of striatal single units by expected reward: a spiny neuron model displaying dopamine-induced bistability.,Journal of neurophysiology,2003,10.1152/jn.00618.2002,,113,1,35784
118631,Response properties of neocort. neurons to temporally modulated noisy inputs (Koendgen et al. 2008),118633,"Köndgen H, Geisler C, Fusi S, Wang XJ, Lüscher HR, Giugliano M",The dynamical response properties of neocortical neurons to temporally modulated noisy inputs in vitro.,"Cerebral cortex (New York, N.Y. : 1991)",2008,10.1093/cercor/bhm235,,110,1,66938|118633
98017,Fronto-parietal visuospatial WM model with HH cells (Edin et al 2007),98019,"Edin F, Macoveanu J, Olesen P, Tegnér J, Klingberg T",Stronger synaptic connectivity as a mechanism behind development of working memory-related brain activity during childhood.,Journal of cognitive neuroscience,2007,10.1162/jocn.2007.19.5.750,,109,1,98019|231921
180373,"Layer 5 Pyramidal Neuron (Shai et al., 2015)",181973,"Shai AS, Anastassiou CA, Larkum ME, Koch C",Physiology of layer 5 pyramidal neurons in mouse primary visual cortex: coincidence detection through bursting.,PLoS computational biology,2015,10.1371/journal.pcbi.1004090,,108,1,181973
144553,"Rhesus Monkey Layer 3 Pyramidal Neurons:  V1 vs PFC (Amatrudo, Weaver et al. 2012)",144558,"Amatrudo JM, Weaver CM, Crimins JL, Hof PR, Rosene DL, Luebke JI",Influence of highly distinctive structural properties on the excitability of pyramidal neurons in monkey visual and prefrontal cortices.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2012,10.1523/JNEUROSCI.2581-12.2012,,104,1,144558
37819,Thalamocortical augmenting response (Bazhenov et al 1998),14214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,The Journal of neuroscience : the official journal of the Society for Neuroscience,1998,10.1523/JNEUROSCI.18-16-06444.1998,,103,1,14214
55035,CA1 pyramidal neuron: signal propagation in oblique dendrites (Migliore et al 2005),58973,"Migliore M, Ferrante M, Ascoli GA",Signal propagation in oblique dendrites of CA1 pyramidal cells.,Journal of neurophysiology,2005,10.1152/jn.00521.2005,,103,1,58973
87585,Sodium channel mutations causing generalized epilepsy with febrile seizures + (Barela et al. 2006),64196,"Barela AJ, Waddy SP, Lickfett JG, Hunter J, Anido A, Helmers SL, Goldin AL, Escayg A",An epilepsy mutation in the sodium channel SCN1A that decreases channel excitability.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,10.1523/JNEUROSCI.2977-05.2006,,102,1,64196|82458
141273,Engaging distinct oscillatory neocortical circuits (Vierling-Claassen et al. 2010),138955,"Vierling-Claassen D, Cardin JA, Moore CI, Jones SR",Computational modeling of distinct neocortical oscillations driven by cell-type selective optogenetic drive: separable resonant circuits controlled by low-threshold spiking and fast-spiking interneurons.,Frontiers in human neuroscience,2010,10.3389/fnhum.2010.00198,,100,1,138955
3793,Olfactory Mitral cell: AP initiation modes (Chen et al 2002),18137,"Chen WR, Shen GY, Shepherd GM, Hines ML, Midtgaard J",Multiple modes of action potential initiation and propagation in mitral cell primary dendrite.,Journal of neurophysiology,2002,10.1152/jn.00057.2002,,98,1,18137
114355,"Homeostatic synaptic plasticity (Rabinowitch and Segev 2006a,b)",84833,"Rabinowitch I, Segev I",The interplay between homeostatic synaptic plasticity and functional dendritic compartments.,Journal of neurophysiology,2006,10.1152/jn.00074.2006,,97,1,84833|114356|114357
17664,Cerebellar purkinje cell: K and Ca channels regulate APs (Miyasho et al 2001),3965,"Miyasho T, Takagi H, Suzuki H, Watanabe S, Inoue M, Kudo Y, Miyakawa H",Low-threshold potassium channels and a low-threshold calcium channel regulate Ca2+ spike firing in the dendrites of cerebellar Purkinje neurons: a modeling study.,Brain research,2001,10.1016/s0006-8993(00)03206-6,,96,1,3965
147538,"BCM-like synaptic plasticity with conductance-based models (Narayanan Johnston, 2010)",147540,"Narayanan R, Johnston D",The h current is a candidate mechanism for regulating the sliding modification threshold in a BCM-like synaptic learning rule.,Journal of neurophysiology,2010,10.1152/jn.01129.2009,,93,1,147540
123927,Complex CA1-neuron to study AP initiation (Wimmer et al. 2010),142691,"Wimmer VC, Reid CA, Mitchell S, Richards KL, Scaf BB, Leaw BT, Hill EL, Royeck M, Horstmann MT, Cromer BA, Davies PJ, Xu R, Lerche H, Berkovic SF, Beck H, Petrou S",Axon initial segment dysfunction in a mouse model of genetic epilepsy with febrile seizures plus.,The Journal of clinical investigation,2010,10.1172/JCI42219,,91,1,142691
3342,Action potential initiation in the olfactory mitral cell (Shen et al 1999),4059,"Shen GY, Chen WR, Midtgaard J, Shepherd GM, Hines ML",Computational analysis of action potential initiation in mitral cell soma and dendrites based on dual patch recordings.,Journal of neurophysiology,1999,10.1152/jn.1999.82.6.3006,,88,1,4059
116862,Thalamic interneuron multicompartment model (Zhu et al. 1999),4092,"Zhu JJ, Uhlrich DJ, Lytton WW",Burst firing in identified rat geniculate interneurons.,Neuroscience,1999,10.1016/s0306-4522(98)00665-4,,88,1,4092|10341
124291,Dentate Gyrus Feed-forward inhibition (Ferrante et al. 2009),124297,"Ferrante M, Migliore M, Ascoli GA",Feed-forward inhibition as a buffer of the neuronal input-output relation.,Proceedings of the National Academy of Sciences of the United States of America,2009,10.1073/pnas.0904784106,,88,1,124297
143442,Spike repolarization in axon collaterals (Foust et al. 2011),142175,"Foust AJ, Yu Y, Popovic M, Zecevic D, McCormick DA",Somatic membrane potential and Kv1 channels control spike repolarization in cortical axon collaterals and presynaptic boutons.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2011,10.1523/JNEUROSCI.2752-11.2011,,87,1,142175
114637,Contrast invariance by LGN synaptic depression (Banitt et al. 2007),114634,"Banitt Y, Martin KA, Segev I",A biologically realistic model of contrast invariant orientation tuning by thalamocortical synaptic depression.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2007,10.1523/JNEUROSCI.1640-07.2007,,86,1,114634|114962|114963|121120
53876,Medial vestibular neuron models (Quadroni and Knopfel 1994),12352,"Quadroni R, Knöpfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,Journal of neurophysiology,1994,10.1152/jn.1994.72.4.1911,,85,1,12352
146509,"Functional impact of dendritic branch point morphology (Ferrante et al., 2013)",147488,"Ferrante M, Migliore M, Ascoli GA",Functional impact of dendritic branch-point morphology.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2013,10.1523/JNEUROSCI.3495-12.2013,,85,1,147488
144385,Dendro-dendritic synaptic circuit (Shepherd Brayton 1979),5042,"Shepherd GM, Brayton RK",Computer simulation of a dendrodendritic synaptic circuit for self- and lateral-inhibition in the olfactory bulb.,Brain research,1979,10.1016/0006-8993(79)91020-5,,84,1,5042
149739,A two-layer biophysical olfactory bulb model of cholinergic neuromodulation (Li and Cleland 2013),149750,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2013,10.1523/JNEUROSCI.2831-12.2013,,84,1,149750
187473,A model of the T-junction of a C-fiber sensory neuron (Sundt et al. 2015),187477,"Sundt D, Gamper N, Jaffe DB",Spike propagation through the dorsal root ganglia in an unmyelinated sensory neuron: a modeling study.,Journal of neurophysiology,2015,10.1152/jn.00226.2015,,84,1,187477
62285,Tonic firing in substantia gelatinosa neurons (Melnick et al 2004),46382,"Melnick IV, Santos SF, Szokol K, Szûcs P, Safronov BV",Ionic basis of tonic firing in spinal substantia gelatinosa neurons of rat.,Journal of neurophysiology,2004,10.1152/jn.00883.2003,,83,1,46382
2730,Olfactory Bulb Network (Davison et al 2003),22120,"Davison AP, Feng J, Brown D",Dendrodendritic inhibition and simulated odor responses in a detailed olfactory bulb network model.,Journal of neurophysiology,2003,10.1152/jn.00623.2002,,82,1,22120
97756,Ion channel modeling with whole cell and a genetic algorithm (Gurkiewicz and Korngreen 2007),97757,"Gurkiewicz M, Korngreen A",A numerical approach to ion channel modelling using whole-cell voltage-clamp recordings and a genetic algorithm.,PLoS computational biology,2007,10.1371/journal.pcbi.0030169,,82,1,97757
9889,Thalamic quiescence of spike and wave seizures (Lytton et al 1997),4220,"Lytton WW, Contreras D, Destexhe A, Steriade M",Dynamic interactions determine partial thalamic quiescence in a computer network model of spike-and-wave seizures.,Journal of neurophysiology,1997,10.1152/jn.1997.77.4.1679,,81,1,4220
122329,Model of SK current`s influence on precision in Globus Pallidus Neurons (Deister et al. 2009),122332,"Deister CA, Chan CS, Surmeier DJ, Wilson CJ",Calcium-activated SK channels influence voltage-gated ion channels to determine the precision of firing in globus pallidus neurons.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2009,10.1523/JNEUROSCI.0576-09.2009,,81,1,122332
143671,Simulations of motor unit discharge patterns (Powers et al. 2011),143670,"Powers RK, Elbasiouny SM, Rymer WZ, Heckman CJ",Contribution of intrinsic properties and synaptic inputs to motoneuron discharge patterns: a simulation study.,Journal of neurophysiology,2012,10.1152/jn.00510.2011,,81,1,143670
126776,CA1 pyramidal neuron: rebound spiking (Ascoli et al.2010),126777,"Ascoli GA, Gasparini S, Medinilla V, Migliore M",Local control of postinhibitory rebound spiking in CA1 pyramidal neuron dendrites.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2010,10.1523/JNEUROSCI.4066-09.2010,,80,1,126777
139150,"Interacting synaptic conductances during, distorting, voltage clamp (Poleg-Polsky and Diamond 2011)",139271,"Diamond JS, Polsky A","Imperfect Space Clamp Permits Electrotonic Interactions between Inhibitory and Excitatory Synaptic Conductances, Distorting Voltage Clamp Recordings.
",PLoS ONE,2011,10.1371/journal.pone.0019463,,79,1,139271
43039,Olfactory bulb mitral cell: synchronization by gap junctions (Migliore et al 2005),47318,"Migliore M, Hines ML, Shepherd GM",The role of distal dendritic gap junctions in synchronization of mitral cell axonal output.,Journal of computational neuroscience,2005,10.1007/s10827-005-6556-1,,78,1,47318
53569,Tonic neuron in spinal lamina I: prolongation of subthreshold depol. (Prescott and De Koninck 2005),84428,"Prescott SA, De Koninck Y",Integration time in a subset of spinal lamina I neurons is lengthened by sodium and calcium currents acting synergistically to prolong subthreshold depolarization.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,10.1523/JNEUROSCI.0356-05.2005,,77,1,84428
136176,CA1 stratum radiatum interneuron multicompartmental model (Katona et al. 2011),137556,"Katona G, Kaszás A, Turi GF, Hájos N, Tamás G, Vizi ES, Rózsa B",Roller Coaster Scanning reveals spontaneous triggering of dendritic spikes in CA1 interneurons.,Proceedings of the National Academy of Sciences of the United States of America,2011,10.1073/pnas.1009270108,,77,1,137556
153196,Optical stimulation of a channelrhodopsin-2 positive pyramidal neuron model (Foutz et al 2012),144540,"Foutz TJ, Arlow RL, McIntyre CC",Theoretical principles underlying optical stimulation of a channelrhodopsin-2 positive pyramidal neuron.,Journal of neurophysiology,2012,10.1152/jn.00501.2011,,77,1,144540
139883,Reconstructing cerebellar granule layer evoked LFP using convolution (ReConv) (Diwakar et al. 2011),139993,"Diwakar S, Lombardo P, Solinas S, Naldi G, D'Angelo E",Local field potential modeling predicts dense activation in cerebellar granule cells clusters under LTP and LTD control.,PloS one,2011,10.1371/journal.pone.0021928,,76,1,139993
125152,CA1 pyramidal neuron to study INaP properties and repetitive firing (Uebachs et al. 2010),127446,"Uebachs M, Opitz T, Royeck M, Dickhof G, Horstmann MT, Isom LL, Beck H",Efficacy loss of the anticonvulsant carbamazepine in mice lacking sodium channel beta subunits via paradoxical effects on persistent sodium currents.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2010,10.1523/JNEUROSCI.1534-10.2010,,75,1,127446
82784,Irregular spiking in NMDA-driven prefrontal cortex neurons (Durstewitz and Gabriel 2006),82783,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,"Cerebral cortex (New York, N.Y. : 1991)",2007,10.1093/cercor/bhk044,,74,1,82783
32992,CA1 pyramidal neuron: effects of Ih on distal inputs (Migliore et al 2004),47410,"Migliore M, Messineo L, Ferrante M",Dendritic Ih selectively blocks temporal summation of unsynchronized distal inputs in CA1 pyramidal neurons.,Journal of computational neuroscience,2004,10.1023/b:jcns.0000004837.81595.b0,,73,1,47410
123453,Effect of voltage sensitive fluorescent proteins on neuronal excitability (Akemann et al. 2009),123270,"Akemann W, Lundby A, Mutoh H, Knöpfel T",Effect of voltage sensitive fluorescent proteins on neuronal excitability.,Biophysical journal,2009,10.1016/j.bpj.2009.02.046,,73,1,123270
52034,Cortical network model of posttraumatic epileptogenesis (Bush et al 1999),4068,"Bush PC, Prince DA, Miller KD",Increased pyramidal excitability and NMDA conductance can explain posttraumatic epileptogenesis without disinhibition: a model.,Journal of neurophysiology,1999,10.1152/jn.1999.82.4.1748,,72,1,4068
62673,Sodium currents activate without a delay (Baranauskas and Martina 2006),62662,"Baranauskas G, Martina M",Sodium currents activate without a Hodgkin-and-Huxley-type delay in central mammalian neurons.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,10.1523/JNEUROSCI.2283-05.2006,,71,1,62662
121253,Submyelin Potassium accumulation in Subthalamic neuron (STN) axons (Bellinger et al. 2008),121147,"Bellinger SC, Miyazawa G, Steinmetz PN",Submyelin potassium accumulation may functionally block subsets of local axons during deep brain stimulation: a modeling study.,Journal of neural engineering,2008,10.1088/1741-2560/5/3/001,,70,1,121147
127507,Regulation of firing frequency in a midbrain dopaminergic neuron model (Kuznetsova et al. 2010),126464,"Kuznetsova AY, Huertas MA, Kuznetsov AS, Paladini CA, Canavier CC",Regulation of firing frequency in a computational model of a midbrain dopaminergic neuron.,Journal of computational neuroscience,2010,10.1007/s10827-010-0222-y,,69,1,126464
18501,"Salamander retinal ganglian cells: morphology influences firing (Sheasby, Fohlmeister 1999)",4117,"Sheasby BW, Fohlmeister JF",Impulse encoding across the dendritic morphologies of retinal ganglion cells.,Journal of neurophysiology,1999,10.1152/jn.1999.81.4.1685,,68,1,4117
62284,Spike frequency adaptation in spinal sensory neurones (Melnick et al 2004),62283,"Melnick IV, Santos SF, Safronov BV",Mechanism of spike frequency adaptation in substantia gelatinosa neurones of rat.,The Journal of physiology,2004,10.1113/jphysiol.2004.066415,,68,1,62283
149100,"Preserving axosomatic spiking features despite diverse dendritic morphology (Hay et al., 2013)",150228,"Hay E, Schürmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,Journal of neurophysiology,2013,10.1152/jn.00048.2013,,68,1,150228
151825,Ionic mechanisms of dendritic spikes (Almog and Korngreen 2014),151826,"Almog M, Korngreen A",A Quantitative Description of Dendritic Conductances and Its Application to Dendritic Excitation in Layer 5 Pyramidal Neurons,The Journal of neuroscience : the official journal of the Society for Neuroscience,2014,10.1523/JNEUROSCI.2896-13.2014,,68,1,151826
121259,Small world networks of Type I and Type II Excitable Neurons (Bogaard et al. 2009),121224,"Bogaard A, Parent J, Zochowski M, Booth V",Interaction of cellular and network mechanisms in spatiotemporal pattern formation in neuronal networks.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2009,10.1523/JNEUROSCI.5218-08.2009,,67,1,121224
136095,Synaptic information transfer in computer models of neocortical columns (Neymotin et al. 2010),136050,"Neymotin SA, Jacobs KM, Fenton AA, Lytton WW",Synaptic information transfer in computer models of neocortical columns.,Journal of computational neuroscience,2011,10.1007/s10827-010-0253-4,,66,1,136050
106551,CA1 pyramidal neuron: calculation of MRI signals (Cassara et al. 2008),107765,"Cassarà AM, Hagberg GE, Bianciardi M, Migliore M, Maraviglia B",Realistic simulations of neuronal activity: a contribution to the debate on direct detection of neuronal currents by MRI.,NeuroImage,2008,10.1016/j.neuroimage.2007.08.048,,64,1,107765|112925
3807,Leech Mechanosensory Neurons: Synaptic Facilitation by Reflected APs (Baccus 1998),7429,Baccus SA,Synaptic facilitation by reflected action potentials: enhancement of transmission when nerve impulses reverse direction at axon branch points.,Proceedings of the National Academy of Sciences of the United States of America,1998,10.1073/pnas.95.14.8345,,62,1,7429
116096,Biophysical and phenomenological models of spike-timing dependent plasticity (Badoual et al. 2006),72076,"Badoual M, Zou Q, Davison AP, Rudolph M, Bal T, Frégnac Y, Destexhe A",Biophysical and phenomenological models of multiple spike interactions in spike-timing dependent plasticity.,International journal of neural systems,2006,10.1142/S0129065706000524,,62,1,72076
140038,Dorsal root ganglion (DRG) neuronal model (Kovalsky et al. 2009),124739,"Kovalsky Y, Amir R, Devor M",Simulation in sensory neurons reveals a key role for delayed Na+ current in subthreshold oscillations and ectopic discharge: implications for neuropathic pain.,Journal of neurophysiology,2009,10.1152/jn.00005.2009,,62,1,124739
135902,High frequency oscillations in a hippocampal computational model (Stacey et al. 2009),125094,"Stacey WC, Lazarewicz MT, Litt B",Synaptic noise and physiological coupling generate high-frequency oscillations in a hippocampal computational model.,Journal of neurophysiology,2009,10.1152/jn.00397.2009,,61,1,125094
155602,Status epilepticus alters dentate basket cell tonic inhibition (Yu J et al 2013),155603,"Yu J, Proddutur A, Elgammal FS, Ito T, Santhakumar V",Status epilepticus enhances tonic GABA currents and depolarizes GABA reversal potential in dentate fast-spiking basket cells.,Journal of neurophysiology,2013,10.1152/jn.00891.2012,,61,1,155603
74298,Rat subthalamic projection neuron (Gillies and Willshaw 2006),64336,"Gillies A, Willshaw D",Membrane channel interactions underlying rat subthalamic projection neuron rhythmic and bursting activity.,Journal of neurophysiology,2006,10.1152/jn.00525.2005,,60,1,64336
114047,Hippocampal basket cell gap junction network dynamics (Saraga et al. 2006),80138,"Saraga F, Ng L, Skinner FK",Distal gap junctions and active dendrites can tune network dynamics.,Journal of neurophysiology,2006,10.1152/jn.00662.2005,,60,1,80138
156780,Microcircuits of L5 thick tufted pyramidal cells (Hay & Segev 2015),167346,"Hay E, Segev I",Dendritic Excitability and Gain Control in Recurrent Cortical Microcircuits.,"Cerebral cortex (New York, N.Y. : 1991)",2015,10.1093/cercor/bhu200,,58,2,167346
20007,CA3 pyramidal neuron (Lazarewicz et al 2002),20013,"Lazarewicz MT, Migliore M, Ascoli GA",A new bursting model of CA3 pyramidal cell physiology suggests multiple locations for spike initiation.,Bio Systems,2002,10.1016/s0303-2647(02)00071-0,,56,1,20013
183949,Discharge hysteresis in motoneurons (Powers & Heckman 2015),183084,"Powers RK, Heckman CJ",Contribution of intrinsic motoneuron properties to discharge hysteresis and its estimation based on paired motor unit recordings: a simulation study.,Journal of neurophysiology,2015,10.1152/jn.00019.2015,,56,1,183084
64296,"Dynamical model of olfactory bulb mitral cell  (Rubin, Cleland 2006)",64297,"Rubin DB, Cleland TA",Dynamical mechanisms of odor processing in olfactory bulb mitral cells.,Journal of neurophysiology,2006,10.1152/jn.00264.2006,,55,1,64297
144392,CA1 pyramidal neurons: effects of Kv7 (M-) channels on synaptic integration (Shah et al. 2011),143168,"Shah MM, Migliore M, Brown DA",Differential effects of Kv7 (M-) channels on synaptic integration in distinct subcellular compartments of rat hippocampal pyramidal neurons.,The Journal of physiology,2011,10.1113/jphysiol.2011.220913,,55,1,143168
3493,"Spinal Motor Neuron: Na, K_A, and K_DR currents (Safronov, Vogel 1995)",4672,"Safronov BV, Vogel W",Single voltage-activated Na+ and K+ channels in the somata of rat motoneurones.,The Journal of physiology,1995,10.1113/jphysiol.1995.sp020863,,54,1,4672
124063,A network model of the vertebrate retina (Publio et al. 2009),124064,"Publio R, Oliveira RF, Roque AC",A computational study on the role of gap junctions and rod Ih conductance in the enhancement of the dynamic range of the retina.,PloS one,2009,10.1371/journal.pone.0006970,,54,1,124064
126640,NAcc medium spiny neuron: effects of cannabinoid withdrawal (Spiga et al. 2010),126641,"Spiga S, Lintas A, Migliore M, Diana M",Altered architecture and functional consequences of the mesolimbic dopamine system in cannabis dependence.,Addiction biology,2010,10.1111/j.1369-1600.2010.00218.x,,54,1,126641
144541,CA1 pyramidal neuron: Ih current (Migliore et al. 2012),144542,"Migliore M, Migliore R",Know your current I(h): interaction with a shunting current explains the puzzling effects of its pharmacological or pathological modulations.,PloS one,2012,10.1371/journal.pone.0036867,,54,1,144542
117207,Excitability of PFC Basal Dendrites (Acker and Antic 2009),116977,"Acker CD, Antic SD",Quantitative assessment of the distributions of membrane conductances involved in action potential backpropagation along basal dendrites.,Journal of neurophysiology,2009,10.1152/jn.00651.2007,,52,1,116977
22203,Correcting space clamp in dendrites (Schaefer et al. 2003 and 2007),22185,"Schaefer AT, Helmstaedter M, Sakmann B, Korngreen A",Correction of conductance measurements in non-space-clamped structures: 1. Voltage-gated K+ channels.,Biophysical journal,2003,10.1016/S0006-3495(03)75086-3,,51,1,22185|87737
64216,Reciprocal regulation of rod and cone synapse by NO (Kourennyi et al 2004),41597,"Kourennyi DE, Liu XD, Hart J, Mahmud F, Baldridge WH, Barnes S",Reciprocal modulation of calcium dynamics at rod and cone photoreceptor synapses by nitric oxide.,Journal of neurophysiology,2004,10.1152/jn.00606.2003,,51,2,41597
97917,Cell splitting in neural networks extends strong scaling (Hines et al. 2008),107758,"Hines ML, Eichner H, Schürmann F",Neuron splitting in compute-bound parallel network simulations enables runtime scaling with twice as many processors.,Journal of computational neuroscience,2008,10.1007/s10827-007-0073-3,,51,1,107758
